mc t0:0 5568, 5964, 21808 ,22327 
mc t0:0 5586, 5977, 21799 ,22332 
mc t0:0 5568, 6003, 21816 ,22348 
mc t0:0 5524, 5955, 21808 ,22366 
mc t0:0 5542, 5947, 21820 ,22357 
mc t0:0 5581, 6016, 21783 ,22332 
mc t0:0 5524, 6024, 21796 ,22332 
mc t0:0 5524, 5990, 21774 ,22335 
mc t0:0 5586, 5981, 21796 ,22340 
mc t0:0 5581, 6011, 21799 ,22348 
mc t0:0 5547, 5990, 21791 ,22305 
mc t0:0 5547, 5968, 21799 ,22340 
mc t0:0 5581, 5942, 21812 ,22353 
mc t0:0 5564, 5960, 21779 ,22327 
mc t0:0 5560, 6008, 21850 ,22327 
mc t0:0 5533, 6016, 21804 ,22327 
mc t0:0 5516, 6008, 21783 ,22322 
mc t0:0 5564, 5985, 21796 ,22327 
mc t0:0 5547, 5998, 21791 ,22327 
mc t0:0 5560, 5990, 21766 ,22370 
mc t0:0 5586, 5960, 21816 ,22319 
mc t0:0 5564, 5947, 21791 ,22310 
mc t0:0 5568, 5929, 21812 ,22319 
mc t0:0 5586, 5947, 21804 ,22344 
mc t0:0 5577, 5934, 21816 ,22319 
mc t0:0 5591, 5968, 21766 ,22383 
mc t0:0 5550, 5990, 21762 ,22340 
mc t0:0 5599, 5934, 21820 ,22383 
mc t0:0 5564, 5951, 21783 ,22366 
mc t0:0 5537, 5977, 21779 ,22370 
mc t0:0 5568, 5964, 21771 ,22383 
mc t0:0 5560, 6021, 21787 ,22353 
mc t0:0 5595, 6034, 21845 ,22400 
mc t0:0 5581, 5964, 21828 ,22357 
mc t0:0 5564, 5994, 21779 ,22361 
mc t0:0 5564, 5964, 21816 ,22332 
mc t0:0 5577, 6011, 21820 ,22344 
mc t0:0 5550, 6003, 21779 ,22340 
mc t0:0 5564, 5998, 21799 ,22319 
mc t0:0 5573, 6029, 21825 ,22319 
mc t0:0 5586, 6003, 21796 ,22332 
mc t0:0 5547, 6016, 21808 ,22327 
mc t0:0 5568, 6021, 21799 ,22348 
mc t0:0 5573, 5994, 21796 ,22383 
mc t0:0 5564, 6008, 21787 ,22357 
mc t0:0 5568, 6021, 21791 ,22370 
mc t0:0 5568, 6008, 21833 ,22374 
mc t0:0 5524, 6016, 21825 ,22409 
mc t0:0 5568, 5990, 21816 ,22340 
mc t0:0 5568, 5947, 21812 ,22322 
mc t0:0 5555, 5964, 21791 ,22327 
mc t0:0 5568, 5990, 21787 ,22366 
mc t0:0 5560, 5960, 21779 ,22383 
mc t0:0 5529, 5994, 21796 ,22357 
mc t0:0 5581, 5947, 21796 ,22388 
mc t0:0 5573, 6008, 21787 ,22310 
mc t0:0 5542, 6034, 21812 ,22314 
mc t0:0 5519, 5934, 21766 ,22340 
mc t0:0 5591, 5964, 21816 ,22348 
mc t0:0 5560, 5951, 21825 ,22348 
mc t0:0 5581, 5951, 21799 ,22340 
mc t0:0 5550, 6021, 21779 ,22353 
mc t0:0 5533, 6016, 21791 ,22400 
mc t0:0 5591, 5998, 21758 ,22388 
mc t0:0 5533, 6021, 21820 ,22353 
mc t0:0 5595, 5998, 21766 ,22314 
mc t0:0 5591, 6021, 21791 ,22322 
mc t0:0 5577, 6003, 21787 ,22327 
mc t0:0 5560, 5973, 21791 ,22378 
mc t0:0 5547, 5998, 21762 ,22388 
mc t0:0 5581, 5990, 21812 ,22361 
mc t0:0 5537, 5981, 21808 ,22383 
mc t0:0 5573, 6024, 21796 ,22361 
mc t0:0 5547, 5998, 21779 ,22374 
mc t0:0 5564, 5990, 21816 ,22388 
mc t0:0 5555, 5964, 21791 ,22305 
mc t0:0 5516, 5955, 21783 ,22327 
mc t0:0 5581, 5960, 21796 ,22310 
mc t0:0 5560, 5998, 21758 ,22344 
mc t0:0 5519, 5998, 21816 ,22340 
mc t0:0 5599, 6016, 21796 ,22344 
mc t0:0 5577, 6003, 21808 ,22335 
mc t0:0 5560, 6003, 21828 ,22344 
mc t0:0 5542, 6024, 21820 ,22332 
mc t0:0 5591, 5942, 21799 ,22344 
mc t0:0 5547, 5955, 21820 ,22378 
mc t0:0 5564, 5951, 21804 ,22370 
mc t0:0 5560, 5998, 21816 ,22319 
mc t0:0 5555, 6011, 21771 ,22361 
mc t0:0 5550, 5942, 21828 ,22374 
mc t0:0 5555, 5942, 21787 ,22322 
mc t0:0 5533, 5942, 21804 ,22319 
mc t0:0 5595, 5985, 21779 ,22319 
mc t0:0 5519, 5968, 21808 ,22335 
mc t0:0 5568, 5955, 21804 ,22335 
mc t0:0 5555, 5955, 21771 ,22344 
mc t0:0 5529, 6003, 21804 ,22366 
mc t0:0 5555, 5977, 21799 ,22327 
mc t0:0 5586, 5937, 21779 ,22332 
mc t0:0 5577, 5960, 21812 ,22374 
mc t0:0 5586, 5964, 21828 ,22332 
mc t0:0 5547, 5968, 21833 ,22327 
mc t0:0 5591, 6003, 21812 ,22322 
mc t0:0 5573, 6008, 21808 ,22335 
mc t0:0 5555, 5968, 21804 ,22344 
mc t0:0 5560, 5973, 21796 ,22332 
mc t0:0 5519, 5973, 21787 ,22327 
mc t0:0 5577, 6008, 21816 ,22322 
mc t0:0 5560, 5998, 21791 ,22344 
mc t0:0 5533, 5981, 21808 ,22383 
mc t0:0 5586, 6024, 21804 ,22357 
mc t0:0 5568, 6011, 21766 ,22388 
mc t0:0 5542, 5955, 21791 ,22344 
mc t0:0 5577, 5968, 21799 ,22332 
mc t0:0 5595, 5960, 21787 ,22332 
mc t0:0 5547, 6008, 21791 ,22340 
mc t0:0 5577, 5960, 21799 ,22322 
mc t0:0 5560, 5977, 21816 ,22357 
mc t0:0 5591, 5937, 21783 ,22374 
mc t0:0 5573, 5985, 21820 ,22327 
mc t0:0 5555, 6011, 21791 ,22340 
mc t0:0 5516, 5968, 21787 ,22388 
mc t0:0 5586, 5977, 21779 ,22348 
mc t0:0 5581, 5998, 21791 ,22332 
mc t0:0 5542, 6003, 21762 ,22332 
mc t0:0 5586, 5990, 21828 ,22314 
mc t0:0 5591, 5985, 21804 ,22391 
mc t0:0 5547, 5994, 21791 ,22348 
mc t0:0 5560, 5973, 21825 ,22348 
mc t0:0 5547, 5985, 21825 ,22378 
mc t0:0 5591, 5990, 21783 ,22383 
mc t0:0 5542, 5947, 21774 ,22391 
mc t0:0 5550, 5973, 21833 ,22327 
mc t0:0 5595, 5929, 21779 ,22319 
mc t0:0 5577, 5964, 21796 ,22353 
mc t0:0 5577, 6024, 21812 ,22370 
mc t0:0 5564, 5973, 21808 ,22327 
mc t0:0 5555, 5973, 21796 ,22327 
mc t0:0 5581, 5994, 21820 ,22378 
mc t0:0 5586, 5968, 21828 ,22310 
mc t0:0 5568, 5998, 21771 ,22332 
mc t0:0 5573, 5990, 21837 ,22322 
mc t0:0 5599, 5998, 21837 ,22370 
mc t0:0 5568, 5951, 21808 ,22332 
mc t0:0 5542, 6021, 21774 ,22348 
mc t0:0 5564, 5981, 21812 ,22314 
mc t0:0 5568, 6011, 21833 ,22340 
mc t0:0 5581, 6016, 21808 ,22310 
mc t0:0 5519, 6008, 21799 ,22310 
mc t0:0 5595, 5985, 21796 ,22310 
mc t0:0 5577, 5964, 21779 ,22366 
mc t0:0 5591, -330, -169 ,-349 
mc t0:0 5586, -330, -169 ,-349 
mc t0:0 5560, 6037, 21804 ,22340 
mc t0:0 5598, 5990, 21820 ,22314 
mc t0:0 5550, 6003, 21816 ,22348 
mc t0:0 5537, 5951, 21796 ,22332 
mc t0:0 5577, 6021, 21791 ,22305 
mc t0:0 5568, 6003, 21816 ,22374 
mc t0:0 5519, 5981, 21804 ,22340 
mc t0:0 5529, 5947, 21796 ,22332 
mc t0:0 5599, 5977, 21816 ,22327 
mc t0:0 5595, 5994, 21796 ,22327 
mc t0:0 5519, 6008, 21804 ,22340 
mc t0:0 5595, 5990, 21820 ,22332 
mc t0:0 5598, 5990, 21812 ,22370 
mc t0:0 5598, 5964, 21787 ,22322 
mc t0:0 5564, 5947, 21783 ,22310 
mc t0:0 5560, 6003, 21820 ,22366 
mc t0:0 5560, 5955, 21779 ,22327 
mc t0:0 5599, 5951, 21779 ,22314 
mc t0:0 5595, 6016, 21774 ,22361 
mc t0:0 5568, 6008, 21787 ,22327 
mc t0:0 5586, 5973, 21783 ,22322 
mc t0:0 5591, 6003, 21796 ,22344 
mc t0:0 5550, 5964, 21783 ,22332 
mc t0:0 5595, 5947, 21812 ,22322 
mc t0:0 5547, 5964, 21808 ,22378 
mc t0:0 5577, 6008, 21812 ,22374 
mc t0:0 5586, 5947, 21779 ,22340 
mc t0:0 5595, 6003, 21799 ,22340 
mc t0:0 5560, 5947, 21804 ,22378 
mc t0:0 5568, 5981, 21812 ,22335 
mc t0:0 5599, 5981, 21804 ,22322 
mc t0:0 5573, 6021, 21808 ,22340 
mc t0:0 5595, 5955, 21771 ,22353 
mc t0:0 5564, 5968, 21816 ,22344 
mc t0:0 5573, 5951, 21816 ,22361 
mc t0:0 5595, 5968, 21771 ,22366 
mc t0:0 5564, 6021, 21771 ,22327 
mc t0:0 5542, 6003, 21825 ,22332 
mc t0:0 5564, 5942, 21820 ,22383 
mc t0:0 5560, 5942, 21804 ,22378 
mc t0:0 5586, 5968, 21787 ,22353 
mc t0:0 5568, 5934, 21796 ,22370 
mc t0:0 5577, 6024, 21791 ,22319 
mc t0:0 5555, 5990, 21808 ,22322 
mc t0:0 5568, 6008, 21779 ,22327 
mc t0:0 5524, 5942, 21774 ,22361 
mc t0:0 5537, 6029, 21787 ,22335 
mc t0:0 5568, 5960, 21774 ,22348 
mc t0:0 5586, 5998, 21820 ,22353 
mc t0:0 5533, 5964, 21791 ,22374 
mc t0:0 5550, 5990, 21820 ,22332 
mc t0:0 5537, 5968, 21779 ,22353 
mc t0:0 5586, 5955, 21799 ,22344 
mc t0:0 5603, 6008, 21820 ,22322 
mc t0:0 5581, 5977, 21808 ,22344 
mc t0:0 5595, 5951, 21762 ,22383 
mc t0:0 5555, 5951, 21804 ,22391 
mc t0:0 5533, 6011, 21774 ,22310 
mc t0:0 5547, 5968, 21774 ,22332 
mc t0:0 5568, 5955, 21804 ,22332 
mc t0:0 5537, 5942, 21804 ,22361 
mc t0:0 5564, 5994, 21787 ,22305 
mc t0:0 5573, 5942, 21808 ,22353 
mc t0:0 5598, 6011, 21771 ,22348 
mc t0:0 5573, 5968, 21783 ,22340 
mc t0:0 5560, 5937, 21783 ,22378 
mc t0:0 5533, 6008, 21812 ,22340 
mc t0:0 5595, 6029, 21799 ,22314 
mc t0:0 5550, 5985, 21804 ,22348 
mc t0:0 5595, 6024, 21796 ,22319 
mc t0:0 5599, 5951, 21808 ,22378 
mc t0:0 5550, 5942, 21783 ,22378 
mc t0:0 5529, 5977, 21796 ,22361 
mc t0:0 5599, 5942, 21774 ,22370 
mc t0:0 5560, 5968, 21791 ,22378 
mc t0:0 5555, 5977, 21799 ,22305 
mc t0:0 5586, 5990, 21774 ,22319 
mc t0:0 5581, 5960, 21791 ,22374 
mc t0:0 5533, 5942, 21796 ,22378 
mc t0:0 5581, 5929, 21825 ,22366 
mc t0:0 5524, 5990, 21791 ,22361 
mc t0:0 5550, 5960, 21791 ,22378 
mc t0:0 5564, 5998, 21820 ,22327 
mc t0:0 5581, 5947, 21808 ,22361 
mc t0:0 5598, 6011, 21812 ,22344 
mc t0:0 5560, 5955, 21825 ,22383 
mc t0:0 5577, 5960, 21796 ,22366 
mc t0:0 5573, 6011, 21812 ,22322 
mc t0:0 5573, 5955, 21783 ,22383 
mc t0:0 5568, 6003, 21804 ,22378 
mc t0:0 5555, 5977, 21828 ,22348 
mc t0:0 5611, 5937, 21825 ,22366 
mc t0:0 5599, 5998, 21825 ,22310 
mc t0:0 5506, 6008, 21799 ,22332 
mc t0:0 5568, 6024, 21796 ,22319 
mc t0:0 5547, 6029, 21791 ,22319 
mc t0:0 5560, 5964, 21758 ,22327 
mc t0:0 5595, 5968, 21783 ,22340 
mc t0:0 5581, 5998, 21820 ,22357 
mc t0:0 5564, 5937, 21804 ,22319 
mc t0:0 5573, 5924, 21816 ,22340 
mc t0:0 -364, 5924, 21820 ,22327 
mc t0:0 5529, 5955, 21787 ,22335 
mc t0:0 5581, 5947, 21804 ,22332 
mc t0:0 5581, 5964, 21771 ,22322 
mc t0:0 5598, 6008, 21808 ,22366 
mc t0:0 5564, 5942, 21787 ,22310 
mc t0:0 5529, 5998, 21820 ,22344 
mc t0:0 5581, 5990, 21762 ,22378 
mc t0:0 5598, 5977, 21779 ,22370 
mc t0:0 5555, 6008, 21812 ,22340 
mc t0:0 -364, 5964, 21808 ,22357 
mc t0:0 5524, 5981, 21808 ,22361 
mc t0:0 5555, 5964, 21812 ,22370 
mc t0:0 5537, 5964, 21820 ,22357 
mc t0:0 5599, 5964, 21804 ,22340 
mc t0:0 5577, 5964, 21816 ,22335 
mc t0:0 5591, 5964, 21787 ,22332 
mc t0:0 5577, 6024, 21771 ,22344 
mc t0:0 5586, 6003, 21828 ,22314 
mc t0:0 5577, 5985, 21812 ,22340 
mc t0:0 5564, 5964, 21799 ,22366 
mc t0:0 5586, 5977, 21796 ,22353 
mc t0:0 5555, 5916, 21812 ,22340 
mc t0:0 5560, 5968, 21799 ,22383 
mc t0:0 5564, 5985, 21783 ,22340 
mc t0:0 5595, 6003, 21812 ,22366 
mc t0:0 5595, 5981, 21771 ,22332 
mc t0:0 5573, 5934, 21774 ,22314 
mc t0:0 5573, 6016, 21762 ,22319 
mc t0:0 5568, 6021, 21816 ,22344 
mc t0:0 5568, 5985, 21771 ,22370 
mc t0:0 5568, 5994, 21820 ,22388 
mc t0:0 5524, 6011, 21812 ,22332 
mc t0:0 5555, 5973, 21787 ,22322 
mc t0:0 5555, 5964, 21791 ,22353 
mc t0:0 5506, 5981, 21799 ,22383 
mc t0:0 5568, 6003, 21820 ,22340 
mc t0:0 5577, 5977, 21779 ,22344 
mc t0:0 5524, 5924, 21799 ,22319 
mc t0:0 5547, 5968, 21804 ,22327 
mc t0:0 5573, 5990, 21828 ,22353 
mc t0:0 5577, 5929, 21766 ,22348 
mc t0:0 5550, 6008, 21825 ,22340 
mc t0:0 5560, 5947, 21787 ,22366 
mc t0:0 5555, 5960, 21828 ,22344 
mc t0:0 5598, 5942, 21808 ,22335 
mc t0:0 5550, 6011, 21787 ,22332 
mc t0:0 5564, 5929, 21828 ,22319 
mc t0:0 5555, 5985, 21754 ,22327 
mc t0:0 -364, 6016, 21812 ,22319 
mc t0:0 5581, 5985, 21812 ,22353 
mc t0:0 5573, 5947, 21774 ,22310 
mc t0:0 5595, 5985, 21808 ,22335 
mc t0:0 5577, 6011, 21787 ,22332 
mc t0:0 5550, 5929, 21791 ,22327 
mc t0:0 5591, 5951, 21762 ,22310 
mc t0:0 5564, 6003, 21796 ,22335 
mc t0:0 5577, 5990, 21808 ,22357 
mc t0:0 5577, 6011, 21812 ,22353 
mc t0:0 5529, 5998, 21779 ,22340 
mc t0:0 5564, 5937, 21799 ,22366 
mc t0:0 5577, 5942, 21783 ,22383 
mc t0:0 5564, 5964, 21799 ,22348 
mc t0:0 5516, 5951, 21762 ,22348 
mc t0:0 5577, 5921, 21783 ,22357 
mc t0:0 5577, 5981, 21812 ,22310 
mc t0:0 5581, 5937, 21825 ,22335 
mc t0:0 5555, 6003, 21825 ,22344 
mc t0:0 5599, 5968, 21820 ,22319 
mc t0:0 5586, 5998, 21812 ,22348 
mc t0:0 5591, 5937, 21799 ,22340 
mc t0:0 5560, 5990, 21812 ,22305 
mc t0:0 5591, 5924, 21812 ,22314 
mc t0:0 5550, 5955, 21833 ,22357 
mc t0:0 5586, 5960, 21796 ,22374 
mc t0:0 5573, 5934, 21774 ,22327 
